date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:17:23	90906/90906	---M--	200	added ('OK')	application/octet-stream	etag:%225c289431-1631a%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:24	90906/90906	---M--	200	added ('OK')	application/octet-stream	etag:%225c289431-1631a%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Mediumd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:25	28660/28660	---M--	200	added ('OK')	application/font-woff2	etag:%225c289475-6ff4%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:25	40740/40740	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c289470-9f24%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:26	90604/90604	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c289469-161ec%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:26	357609/357609	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c289462-574e9%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Medium.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:29	91174/91174	---M--	200	added ('OK')	application/octet-stream	etag:%225c2893e7-16426%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:29	91174/91174	---M--	200	added ('OK')	application/octet-stream	etag:%225c2893e7-16426%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italicd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:30	29492/29492	---M--	200	added ('OK')	application/font-woff2	etag:%225c289420-7334%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:31	41924/41924	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c289418-a3c4%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:31	90888/90888	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c289412-16308%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:32	356511/356511	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c289409-5709f%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Italic.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:32	91486/91486	---M--	200	added ('OK')	application/octet-stream	etag:%225c289e47-1655e%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:33	91486/91486	---M--	200	added ('OK')	application/octet-stream	etag:%225c289e47-1655e%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalicd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:33	29192/29192	---M--	200	added ('OK')	application/font-woff2	etag:%225c289e9f-7208%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:34	41416/41416	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c289e9c-a1c8%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:34	91148/91148	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c289e9a-1640c%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:36	357214/357214	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c289e90-5735e%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldItalic.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:36	90590/90590	---M--	200	added ('OK')	application/octet-stream	etag:%225c289d1e-161de%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:37	90590/90590	---M--	200	added ('OK')	application/octet-stream	etag:%225c289d1e-161de%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBoldd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:37	28444/28444	---M--	200	added ('OK')	application/font-woff2	etag:%225c289dac-6f1c%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:38	40332/40332	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c289d9d-9d8c%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:39	90280/90280	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c28c610-160a8%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:40	358021/358021	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c289e7c-57685%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-SemiBold.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:40	88526/88526	---M--	200	added ('OK')	application/octet-stream	etag:%225c289384-159ce%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:41	88526/88526	---M--	200	added ('OK')	application/octet-stream	etag:%225c289384-159ce%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Boldd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:42	39832/39832	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c2893ac-9b98%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:43	28156/28156	---M--	200	added ('OK')	application/font-woff2	etag:%225c2893ae-6dfc%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:43	88248/88248	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c2893a5-158b8%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:43	350324/350324	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c28939f-55874%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-Bold.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:44	91542/91542	---M--	200	added ('OK')	application/octet-stream	etag:%225c28947d-16596%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:44	91542/91542	---M--	200	added ('OK')	application/octet-stream	etag:%225c28947d-16596%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalicd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:45	29532/29532	---M--	200	added ('OK')	application/font-woff2	etag:%225c2894b0-735c%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:46	41940/41940	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c2894aa-a3d4%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:46	91212/91212	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c2894a0-1644c%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:47	356626/356626	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c28949a-57112%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-MediumItalic.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:47	89514/89514	---M--	200	added ('OK')	application/octet-stream	etag:%225c2893b8-15daa%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:49	89514/89514	---M--	200	added ('OK')	application/octet-stream	etag:%225c2893b8-15daa%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalicd41d.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:49	28920/28920	---M--	200	added ('OK')	application/font-woff2	etag:%225c2893df-70f8%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.woff2	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.woff2	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:49	40940/40940	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c2893dc-9fec%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:50	89208/89208	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c2893d8-15c78%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:50	351035/351035	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c2893d0-55b3b%22	https://colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/HKGrotesk-BoldItalic.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/hkgrotesk-fonts.css)
00:17:51	1264/1264	---M--	200	added ('OK')	application/octet-stream	etag:%225c2892f8-4f0%22	https://colorlib.com/preview/theme/mona/fonts/classy.eot?fftrrv	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/classycb9b.eot	(from https://colorlib.com/preview/theme/mona/css/default-assets/classy-nav.css)
00:17:51	1100/1100	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c2892fa-44c%22	https://colorlib.com/preview/theme/mona/fonts/classy.ttf?fftrrv	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/classycb9b.ttf	(from https://colorlib.com/preview/theme/mona/css/default-assets/classy-nav.css)
00:17:51	1176/1176	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c2892fb-498%22	https://colorlib.com/preview/theme/mona/fonts/classy.woff?fftrrv	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/classycb9b.woff	(from https://colorlib.com/preview/theme/mona/css/default-assets/classy-nav.css)
00:17:52	785/785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c2892f9-311%22	https://colorlib.com/preview/theme/mona/fonts/classy.svg?fftrrv	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/classycb9b.svg	(from https://colorlib.com/preview/theme/mona/css/default-assets/classy-nav.css)
00:17:53	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202019%2023:17:53%20GMT	https://colorlib.com/preview/theme/mona/css/owl.video.play.png	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/owl.video.play.png	(from https://colorlib.com/preview/theme/mona/css/owl.carousel.min.css)
00:17:55	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225c289306-2876e%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:55	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225c289306-2876e%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:56	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%225c289356-12d68%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:56	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c28934b-17ee8%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:57	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c28933a-286ac%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:57	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c289321-6c7db%22	https://colorlib.com/preview/theme/mona/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/preview/theme/mona/css/font-awesome.min.css)
00:17:58	59572/59572	---M--	200	added ('OK')	application/octet-stream	etag:%225c28a0ef-e8b4%22	https://colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.eot	(from https://colorlib.com/preview/theme/mona/css/style.css)
00:17:58	59572/59572	---M--	200	added ('OK')	application/octet-stream	etag:%225c28a0ef-e8b4%22	https://colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/fonts/ElegantIconsd41d.eot	(from https://colorlib.com/preview/theme/mona/css/style.css)
00:17:59	63664/63664	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c28a110-f8b0%22	https://colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.woff	(from https://colorlib.com/preview/theme/mona/css/style.css)
00:18:00	59388/59388	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c28a0fb-e7fc%22	https://colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.ttf	(from https://colorlib.com/preview/theme/mona/css/style.css)
00:18:02	277297/277297	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c28a10d-43b31%22	https://colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/angel%20again/colorlib.com/preview/theme/mona/css/fonts/ElegantIcons.svg	(from https://colorlib.com/preview/theme/mona/css/style.css)
